link,title,category,abstract,keywords,authors
https://doi.org/10.1145/3593013.3594091,Group fairness without demographics using social networks,Fairness & Bias,"Group fairness is a popular approach to prevent unfavorable treatment of individuals based on sensitive attributes such as race, gender, and disability. However, the reliance of group fairness on access to discrete group information raises several limitations and concerns, especially with regard to privacy, intersectionality, and unforeseen biases. In this work, we propose a “group-free"" measure of fairness that does not rely on sensitive attributes and, instead, is based on homophily in social networks, i.e., the common property that individuals sharing similar attributes are more likely to be connected. Our measure is group-free as it avoids recovering any form of group memberships and uses only pairwise similarities between individuals to define inequality in outcomes relative to the homophily structure in the network. We theoretically justify our measure by showing it is commensurate with the notion of additive decomposability in the economic inequality literature and also bound the impact of non-sensitive confounding attributes. Furthermore, we apply our measure to develop fair algorithms for classification, maximizing information access, and recommender systems. Our experimental results show that the proposed approach can reduce inequality among protected classes without knowledge of sensitive attribute labels. We conclude with a discussion of the limitations of our approach when applied in real-world settings.","['group fairness', 'social networks', 'homophily']","{'David Liu': 'Northeastern University, USA', 'Virginie Do': 'FAIR, Meta AI, France and LAMSADE, PSL, Université Paris Dauphine, France', 'Nicolas Usunier': 'FAIR, Meta AI, France', 'Maximilian Nickel': 'FAIR, Meta AI, USA'}"
https://doi.org/10.1145/3593013.3594115,Discrimination through Image Selection by Job Advertisers on Facebook,Fairness & Bias,"Targeted advertising platforms are widely used by job advertisers to reach potential employees; thus issues of discrimination due to targeting that have surfaced have received widespread attention. Advertisers could misuse targeting tools to exclude people based on gender, race, location and other protected attributes from seeing their job ads. In response to legal actions, Facebook disabled the ability for explicit targeting based on many attributes for some ad categories, including employment. Although this is a step in the right direction, prior work has shown that discrimination can take place not just due to the explicit targeting tools of the platforms, but also due to the impact of the biased ad delivery algorithm. Thus, one must look at the potential for discrimination more broadly, and not merely through the lens of the explicit targeting tools.  In this work, we propose and investigate the prevalence of a new means for discrimination in job advertising, that combines both targeting and delivery – through the disproportionate representation or exclusion of people of certain demographics in job ad images. We use the Facebook Ad Library to demonstrate the prevalence of this practice through: (1) evidence of advertisers running many campaigns using ad images of people of only one perceived gender, (2) systematic analysis for gender representation in all current ad campaigns for truck drivers and nurses, (3) longitudinal analysis of ad campaign image use by gender and race for select advertisers. After establishing that the discrimination resulting from a selective choice of people in job ad images, combined with algorithmic amplification of skews by the ad delivery algorithm, is of immediate concern, we discuss approaches and challenges for addressing it.",[],"{'Varun Nagaraj Rao': 'Princeton University, USA', 'Aleksandra Korolova': 'Princeton University, USA'}"
https://doi.org/10.1145/3593013.3594080,Diverse Perspectives Can Mitigate Political Bias in Crowdsourced Content Moderation,Fairness & Bias,"In recent years, social media companies have grappled with defining and enforcing content moderation policies surrounding political content on their platforms, due in part to concerns about political bias, disinformation, and polarization. These policies have taken many forms, including disallowing political advertising, limiting the reach of political topics, fact-checking political claims, and enabling users to hide political content altogether. However, implementing these policies requires human judgement to label political content, and it is unclear how well human labelers perform at this task, or whether biases affect this process. Therefore, in this study we experimentally evaluate the feasibility and practicality of using crowd workers to identify political content, and we uncover biases that make it difficult to identify this content. Our results problematize crowds composed of seemingly interchangeable workers, and provide preliminary evidence that aggregating judgements from heterogeneous workers may help mitigate political biases. In light of these findings, we identify strategies to achieving fairer labeling outcomes, while also better supporting crowd workers at this task and potentially mitigating biases.",[],"{'Jacob Thebault-Spieker': 'Information School, University of Wisconsin - Madison, USA', 'Sukrit Venkatagiri': 'Center for an Informed Public, University of Washington, USA', 'Naomi Mine': 'University of Wisconsin - Madison, USA', 'Kurt Luther': 'Virginia Tech, USA'}"
https://doi.org/10.1145/3593013.3594039,Add-Remove-or-Relabel: Practitioner-Friendly Bias Mitigation via Influential Fairness,Fairness & Bias,"Commensurate with the rise in algorithmic bias research, myriad algorithmic bias mitigation strategies have been proposed in the literature. Nonetheless, many voice concerns about the lack of transparency that accompanies mitigation methods and the paucity of mitigation methods that satisfy protocol and data limitations of practitioners. Influence functions from robust statistics provide a novel opportunity to overcome both issues. Previous work demonstrates the power of influence functions to improve fairness outcomes. This work proposes a novel family of fairness solutions, coined influential fairness (IF), that is human-understandable and also agnostic to the underlying machine learning model and choice of fairness metric. We conduct an investigation of practitioner profiles and design mitigation methods for practitioners whose limitations discourage them from utilizing existing bias mitigation methods.","['machine learning', 'fairness', 'ethics', 'bias mitigation']","{'Brianna Richardson': 'University of Florida, USA', 'Prasanna Sattigeri': 'IBM, USA', 'Dennis Wei': 'IBM, USA', 'Karthikeyan Natesan Ramamurthy': 'IBM, USA', 'Kush Varshney': 'IBM, USA', 'Amit Dhurandhar': 'IBM, USA', 'Juan E. Gilbert': 'University of Florida, USA'}"
https://doi.org/10.1145/3593013.3594014,Algorithms as Social-Ecological-Technological Systems: an Environmental Justice Lens on Algorithmic Audits,Fairness & Bias,"This paper reframes algorithmic systems as intimately connected to and part of social and ecological systems, and proposes a first-of-its-kind methodology for environmental justice-oriented algorithmic audits. How do we consider environmental and climate justice dimensions of the way algorithmic systems are designed, developed, and deployed? These impacts are inherently emergent and can only be understood and addressed at the level of relations between an algorithmic system and the social (including institutional) and ecological components of the broader ecosystem it operates in. As a result, we claim that in absence of an integral ontology for algorithmic systems, we cannot do justice to the emergent nature of broader environmental impacts of algorithmic systems and their underlying computational infrastructure. Furthermore, an integral lens provides many lessons from the history of environmental justice that are of relevance in current day struggles for algorithmic justice. We propose to define algorithmic systems as ontologically indistinct from Social-Ecological-Technological Systems (SETS), framing emergent implications as couplings between social, ecological, and technical components of the broader fabric in which algorithms are integrated and operate. We draw upon prior work on SETS analysis as well as emerging themes in the literature and practices of Environmental Justice (EJ) to conceptualize and assess algorithmic impact. We then offer three policy recommendations to help establish a SETS-based EJ approach to algorithmic audits: (1) broaden the inputs and open-up the outputs of an audit, (2) enable meaningful access to redress, and (3) guarantee a place-based and relational approach to the process of evaluating impact. We operationalize these as a qualitative framework of questions for a spectrum of stakeholders. Doing so, this article aims to inspire stronger and more frequent interactions across policymakers, researchers, practitioners, civil society, and grassroots communities. https://arxiv.org/abs/2305.05733.",[],"{'Bogdana Rakova': 'Mozilla Foundation, USA', 'Roel Dobbe': 'Delft University of Technology, Netherlands'}"
https://doi.org/10.1145/3593013.3594109,Bias Against 93 Stigmatized Groups in Masked Language Models and Downstream Sentiment Classification Tasks,Fairness & Bias,"Warning: The content of this paper may be upsetting or triggering. The rapid deployment of artificial intelligence (AI) models de- demands a thorough investigation of biases and risks inherent in these models to understand their impact on individuals and society. A growing body of work has shown that social biases are encoded in language models and their downstream tasks. This study extends the focus of bias evaluation in extant work by examining bias against social stigmas on a large scale. It focuses on 93 stigmatized groups in the United States, including a wide range of conditions related to disease, disability, drug use, mental illness, religion, sexuality, socioeconomic status, and other relevant factors. We investigate bias against these groups in English pre-trained Masked Language Models (MLMs) and their downstream sentiment classification tasks. To evaluate the presence of bias against 93 stigmatized conditions, we identify 29 non-stigmatized conditions to conduct a comparative analysis. Building upon a psychology scale of social rejection, the Social Distance Scale, we prompt six MLMs that are trained with different datasets: RoBERTa-base, RoBERTa-large, XLNet-large, BERTweet-base, BERTweet-large, and DistilBERT. We use human annotations to analyze the predicted words from these models, with which we measure the extent of bias against stigmatized groups. When prompts include stigmatized conditions, the probability of MLMs predicting negative words is, on average, 20 percent higher than when prompts have non-stigmatized conditions. Bias against stigmatized groups is also reflected in four downstream sentiment classifiers of these models. When sentences include stigmatized conditions related to diseases, disability, education, and mental illness, they are more likely to be classified as negative. For example, the sentence ""They are people who have less than a high school education."" is classified as negative consistently across all models. We also observe a strong correlation between bias in MLMs and their downstream sentiment classifiers (Pearson’s r =0.79). The evidence indicates that MLMs and their downstream sentiment classification tasks exhibit biases against socially stigmatized groups.","['AI ethics', 'AI bias', 'stigma in language models', 'language models', 'representation learning', 'sentiment classification', 'prompting']","{'Katelyn Mei': 'Information School, University of Washington, USA', 'Sonia Fereidooni': 'University of Washington, USA', 'Aylin Caliskan': 'Information School, University of Washington, USA'}"
https://doi.org/10.1145/3593013.3594072,Contrastive Language-Vision AI Models Pretrained on Web-Scraped Multimodal Data Exhibit Sexual Objectification Bias,Fairness & Bias,"Warning: The content of this paper may be upsetting or triggering. Nine language-vision AI models trained on web scrapes with the Contrastive Language-Image Pretraining (CLIP) objective are evaluated for evidence of a bias studied by psychologists: the sexual objectification of girls and women, which occurs when a person’s human characteristics, such as emotions, are disregarded and the person is treated as a body or a collection of body parts. We replicate three experiments in the psychology literature quantifying sexual objectification and show that the phenomena persist in trained AI models. A first experiment uses standardized images of women from the Sexual OBjectification and EMotion Database, and finds that human characteristics are disassociated from images of objectified women: the model’s recognition of emotional state is mediated by whether the subject is fully or partially clothed. Embedding association tests (EATs) return significant effect sizes for both anger (d > 0.80) and sadness (d > 0.50), associating images of fully clothed subjects with emotions. GRAD-CAM saliency maps highlight that CLIP gets distracted from emotional expressions in objectified images where subjects are partially clothed. A second experiment measures the effect in a representative application: an automatic image captioner (Antarctic Captions) includes words denoting emotion less than 50% as often for images of partially clothed women than for images of fully clothed women. A third experiment finds that images of female professionals (scientists, doctors, executives) are likely to be associated with sexual descriptions relative to images of male professionals. A fourth experiment shows that a prompt of ""a [age] year old girl"" generates sexualized images (as determined by an NSFW classifier) up to 73% of the time for VQGAN-CLIP (age 17), and up to 42% of the time for Stable Diffusion (ages 14 and 18); the corresponding rate for boys never surpasses 9%. The evidence indicates that language-vision AI models trained on automatically collected web scrapes learn biases of sexual objectification, which propagate to downstream applications.","['language-vision AI', 'generative AI', 'text-to-image generators', 'representation learning', 'AI bias', 'gender bias', 'sexualization', 'AI bias propagation', 'AI bias in applications']","{'Robert Wolfe': 'Information School, University of Washington, USA', 'Yiwei Yang': 'Information School, University of Washington, USA', 'Bill Howe': 'Information School, University of Washington, USA', 'Aylin Caliskan': 'Information School, University of Washington, USA'}"
https://doi.org/10.1145/3593013.3594004,On the Independence of Association Bias and Empirical Fairness in Language Models,Fairness & Bias,"The societal impact of pre-trained language models has prompted researchers to probe them for strong associations between protected attributes and value-loaded terms, from slur to prestigious job titles. Such work is said to probe models for bias or fairness—or such probes ‘into representational biases’ are said to be ‘motivated by fairness’—suggesting an intimate connection between bias and fairness. We provide conceptual clarity by distinguishing between association biases [11] and empirical fairness [56] and show the two can be independent. Our main contribution, however, is showing why this should not come as a surprise. To this end, we first provide a thought experiment, showing how association bias and empirical fairness can be completely orthogonal. Next, we provide empirical evidence that there is no correlation between bias metrics and fairness metrics across the most widely used language models. Finally, we survey the sociological and psychological literature and show how this literature provides ample support for expecting these metrics to be uncorrelated.","['Representational Bias', 'Fairness', 'Natural Language Processing']","{'Laura Cabello': 'University of Copenhagen, Denmark', 'Anna Katrine Jørgensen': 'University of Copenhagen, Denmark', 'Anders Søgaard': 'University of Copenhagen, Denmark'}"
https://doi.org/10.1145/3593013.3594086,Can Querying for Bias Leak Protected Attributes? Achieving Privacy With Smooth Sensitivity,Fairness & Bias,"Existing regulations often prohibit model developers from accessing protected attributes (gender, race, etc.) during training. This leads to scenarios where fairness assessments might need to be done on populations without knowing their memberships in protected groups. In such scenarios, institutions often adopt a separation between the model developers (who train their models with no access to the protected attributes) and a compliance team (who may have access to the entire dataset solely for auditing purposes). However, the model developers might be allowed to test their models for disparity by querying the compliance team for group fairness metrics. In this paper, we first demonstrate that simply querying for fairness metrics, such as, statistical parity and equalized odds can leak the protected attributes of individuals to the model developers. We demonstrate that there always exist strategies by which the model developers can identify the protected attribute of a targeted individual in the test dataset from just a single query. Furthermore, we show that one can reconstruct the protected attributes of all the individuals from queries when Nk ≪ n using techniques from compressed sensing (n is the size of the test dataset and Nk is the size of smallest group therein). Our results pose an interesting debate in algorithmic fairness: Should querying for fairness metrics be viewed as a neutral-valued solution to ensure compliance with regulations? Or, does it constitute a violation of regulations and privacy if the number of queries answered is enough for the model developers to identify the protected attributes of specific individuals? To address this supposed violation of regulations and privacy, we also propose Attribute-Conceal, a novel technique that achieves differential privacy by calibrating noise to the smooth sensitivity of our bias query function, outperforming naive techniques such as the Laplace mechanism. We also include experimental results on the Adult dataset and synthetic dataset (broad range of parameters).","['algorithmic fairness', 'compliance', 'compressed sensing', 'differential privacy', 'machine learning.']","{'Faisal Hamman': 'Department of Electrical and Computer Engineering, University of Maryland, College Park, USA', 'Jiahao Chen': 'Responsible AI LLC, USA', 'Sanghamitra Dutta': 'Department of Electrical and Computer Engineering, University of Maryland, College Park, USA'}"
https://doi.org/10.1145/3593013.3593982,In the Name of Fairness: Assessing the Bias in Clinical Record De-identification,Fairness & Bias,"Data sharing is crucial for open science and reproducible research, but the legal sharing of clinical data requires the removal of protected health information from electronic health records. This process, known as de-identification, is often achieved through the use of machine learning algorithms by many commercial and open-source systems. While these systems have shown compelling results on average, the variation in their performance across different demographic groups has not been thoroughly examined. In this work, we investigate the bias of de-identification systems on names in clinical notes via a large-scale empirical analysis. To achieve this, we create 16 name sets that vary along four demographic dimensions: gender, race, name popularity, and the decade of popularity. We insert these names into 100 manually curated clinical templates and evaluate the performance of nine public and private de-identification methods. Our findings reveal that there are statistically significant performance gaps along a majority of the demographic dimensions in most methods. We further illustrate that de-identification quality is affected by polysemy in names, gender context, and clinical note characteristics. To mitigate the identified gaps, we propose a simple and method-agnostic solution by fine-tuning de-identification methods with clinical context and diverse names. Overall, it is imperative to address the bias in existing methods immediately so that downstream stakeholders can build high-quality systems to serve all demographic parties fairly.","['Fairness', 'Named Entity Recognition', 'Clinical De-identification']","{'Yuxin Xiao': 'Massachusetts Institute of Technology, USA', 'Shulammite Lim': 'Massachusetts Institute of Technology, USA', 'Tom Joseph Pollard': 'Massachusetts Institute of Technology, USA', 'Marzyeh Ghassemi': 'Massachusetts Institute of Technology, USA'}"
https://doi.org/10.1145/3593013.3594015,The Privacy-Bias Tradeoff: Data Minimization and Racial Disparity Assessments in U.S. Government,Fairness & Bias,"An emerging concern in algorithmic fairness is the tension with privacy interests. Data minimization can restrict access to protected attributes, such as race and ethnicity, for bias assessment and mitigation. Less recognized is that for nearly 50 years, the federal government has been engaged in a large-scale experiment in data minimization, limiting (a) data sharing across federal agencies under the Privacy Act of 1974, and (b) data collection under the Paperwork Reduction Act. We document how this “privacy-bias tradeoff” has become an important battleground for fairness assessments in the U.S. government and provides rich lessons for resolving these tradeoffs. President Biden’s 2021 racial justice Executive Order 13,985 mandated that federal agencies conduct equity impact assessments (e.g., for racial disparities) of federal programs. We conduct a comprehensive assessment across high-volume claims agencies that affect many individuals, as well as all agencies filing “equity action plans,” with three findings. First, there is broad agreement in principle that equity impact assessments are important, with few parties raising privacy challenges in theory and many agencies proposing substantial efforts. Second, in practice, major agencies do not collect and may be affirmatively prohibited under the Privacy Act from linking demographic information. This has led to pathological results: until 2022, for instance, the US Dept. of Agriculture imputed race by “visual observation” when race information was not collected. Data minimization has meant that even where agencies want to acquire demographic information in principle, the legal, data infrastructure, and bureaucratic hurdles are severe. Third, we derive policy implications to address these barriers.",[],"{'Jennifer King': 'Stanford Institute for Human-Centered Artificial Intelligence, Stanford University, USA', 'Daniel Ho': 'Stanford Law School, Stanford University, USA', 'Arushi Gupta': 'Stanford University, USA', 'Victor Wu': 'Stanford Law School, Stanford University, USA', 'Helen Webley-Brown': 'Massachusetts Institute of Technology, USA'}"
https://doi.org/10.1145/3593013.3594046,"UNFair: Search Engine Manipulation, Undetectable by Amortized Inequity",Fairness & Bias,"Modern society increasingly relies on Information Retrieval systems to answer various information needs. Since this impacts society in many ways, there has been a great deal of work to ensure the fairness of these systems, and to prevent societal harms. There is a prevalent risk of failing to model the entire system, where nefarious actors can produce harm outside the scope of fairness metrics. We demonstrate the practical possibility of this risk through UNFair, a ranking system that achieves performance and measured fairness competitive with current state-of-the-art, while simultaneously being manipulative in setup. UNFair demonstrates how adhering to a fairness metric, Amortized Equity, can be insufficient to prevent Search Engine Manipulation. This possibility of manipulation bypassing a fairness metric discourages imposing a fairness metric ahead of time, and motivates instead a more holistic approach to fairness assessments.","['Fairness', 'Information Retrieval', 'Search Engine Manipulation Effect', 'Exposure', 'UNFair']","{'Tim De Jonge': 'Radboud University, Netherlands', 'Djoerd Hiemstra': 'Radboud University, Netherlands'}"
https://doi.org/10.1145/3593013.3594120,Bias as Boundary Object: Unpacking The Politics Of An Austerity Algorithm Using Bias Frameworks,Fairness & Bias,"Whether bias is an appropriate lens for analysis and critique remains a subject of debate among scholars. This paper contributes to this conversation by unpacking the use of bias in a critical analysis of a controversial austerity algorithm introduced by the Austrian public employment service in 2018. It was envisioned to classify the unemployed into three risk categories based on predicted prospects for re-employment. The system promised to increase efficiency and effectivity of counseling while objectifying a new austerity support measure allocation scheme. This approach was intended to cut spending for those deemed at highest risk of long term unemployment. Our in-depth analysis, based on internal documentation not available to the public, systematically traces and categorizes various problematic biases to illustrate harms to job seekers and challenge promises used to justify the adoption of the system. The classification is guided by a long-established bias framework for computer systems developed by Friedman and Nissenbaum, which provides three sensitizing basic categories. We identified in our analysis ""technical biases,"" like issues around measurement, rigidity, and coarseness of variables, ""emergent biases,"" such as disruptive events that change the labor market, and, finally, ""preexisting biases,"" like the use of variables that act as proxies for inequality.  Grounded in our case study, we argue that articulated biases can be strategically used as boundary objects to enable different actors to critically debate and challenge problematic systems without prior consensus building. We unpack benefits and risks of using bias classification frameworks to guide analysis. They have recently received increased scholarly attention and thereby may influence the identification and construction of biases. By comparing four bias frameworks and drawing on our case study, we illustrate how they are political by prioritizing certain aspects in analysis while disregarding others. Furthermore, we discuss how they vary in their granularity and how this can influence analysis. We also problematize how these frameworks tend to favor explanations for bias that center the algorithm instead of social structures. We discuss several recommendations to make bias analyses more emancipatory, arguing that biases should be seen as starting points for reflection on harmful impacts, questioning the framing imposed by the imagined “unbiased"" center that the bias is supposed to distort, and seeking out deeper explanations and histories that also center bigger social structures, power dynamics, and marginalized perspectives. Finally, we reflect on the risk that these frameworks may stabilize problematic notions of bias, for example, when they become a standard or enshrined in law.","['public employment services', 'job seeker profiling', 'algorithmic bias', 'infrastructure studies']","{'Gabriel Grill': 'University of Michigan, USA', 'Fabian Fischer': 'University of Applied Arts Vienna, Austria', 'Florian Cech': 'TU Wien, Austria'}"
https://doi.org/10.1145/3593013.3594099,The Progression of Disparities within the Criminal Justice System: Differential Enforcement and Risk Assessment Instruments,Fairness & Bias,"Algorithmic risk assessment instruments (RAIs) increasingly inform decision-making in criminal justice. RAIs largely rely on arrest records as a proxy for underlying crime. Problematically, the extent to which arrests reflect overall offending can vary with the person’s characteristics. We examine how the disconnect between crime and arrest rates impacts RAIs and their evaluation. Our main contribution is a method for quantifying this bias via estimation of the amount of unobserved offenses associated with particular demographics. These unobserved offenses are then used to augment real-world arrest records to create part real, part synthetic crime records. Using this data, we estimate that four currently deployed RAIs assign 0.5–2.8 percentage points higher risk scores to Black individuals than to White individuals with a similar arrest record, but the gap grows to 4.5–11.0 percentage points when we match on the semi-synthetic crime record. We conclude by discussing the potential risks around the use of RAIs, highlighting how they may exacerbate existing inequalities if the underlying disparities of the criminal justice system are not taken into account. In light of our findings, we provide recommendations to improve the development and evaluation of such tools.",[],"{'Miri Zilka': 'University of Cambridge, United Kingdom', 'Riccardo Fogliato': 'Carnegie Mellon University, USA', 'Jiri Hron': 'University of Cambridge, United Kingdom', 'Bradley Butcher': 'University of Sussex, United Kingdom', 'Carolyn Ashurst': 'The Alan Turing Institute, United Kingdom', 'Adrian Weller': 'University of Cambridge, United Kingdom and The Alan Turing Institute, United Kingdom'}"
https://doi.org/10.1145/3593013.3594078,�I�m fully who I am�: Towards Centering Transgender and Non-Binary Voices to Measure Biases in Open Language Generation,Fairness & Bias,"Warning: This paper contains examples of gender non-affirmative language which could be offensive, upsetting, and/or triggering. Transgender and non-binary (TGNB) individuals disproportionately experience discrimination and exclusion from daily life. Given the recent popularity and adoption of language generation technologies, the potential to further marginalize this population only grows. Although a multitude of NLP fairness literature focuses on illuminating and addressing gender biases, assessing gender harms for TGNB identities requires understanding how such identities uniquely interact with societal gender norms and how they differ from gender binary-centric perspectives. Such measurement frameworks inherently require centering TGNB voices to help guide the alignment between gender-inclusive NLP and whom they are intended to serve. Towards this goal, we ground our work in the TGNB community and existing interdisciplinary literature to assess how the social reality surrounding experienced marginalization of TGNB persons contributes to and persists within Open Language Generation (OLG). This social knowledge serves as a guide for evaluating popular large language models (LLMs) on two key aspects: (1) misgendering and (2) harmful responses to gender disclosure. To do this, we introduce TANGO, a dataset of template-based real-world text curated from a TGNB-oriented community. We discover a dominance of binary gender norms reflected by the models; LLMs least misgendered subjects in generated text when triggered by prompts whose subjects used binary pronouns. Meanwhile, misgendering was most prevalent when triggering generation with singular they and neopronouns. When prompted with gender disclosures, TGNB disclosure generated the most stigmatizing language and scored most toxic, on average. Our findings warrant further research on how TGNB harms manifest in LLMs and serve as a broader case study toward concretely grounding the design of gender-inclusive AI in community voices and interdisciplinary literature.","['Algorithmic Fairness', 'Natural Language Generation', 'AI Fairness Auditing', 'Queer Harms in AI']","{'Anaelia Ovalle': 'Computer Science, University of California, Los Angeles, USA', 'Palash Goyal': 'Alexa AI-NU, Amazon, USA', 'Jwala Dhamala': 'Alexa AI-NU, Amazon, USA', 'Zachary Jaggers': 'Amazon Global Diversity, Equity, & Inclusion, Amazon, USA', 'Kai-Wei Chang': 'Alexa AI-NU, Amazon, USA and Department of Computer Science, University of California, Los Angeles, USA', 'Aram Galstyan': 'Alexa AI-NU, Amazon, USA', 'Richard Zemel': 'Alexa AI-NU, Amazon, USA', 'Rahul Gupta': 'Alexa AI-NU, Amazon, USA'}"
https://doi.org/10.1145/3593013.3594116,On The Impact of Machine Learning Randomness on Group Fairness,Fairness & Bias,"Statistical measures for group fairness in machine learning reflect the gap in performance of algorithms across different groups. These measures, however, exhibit a high variance between different training instances, which makes them unreliable for empirical evaluation of fairness. What causes this high variance? We investigate the impact on group fairness of different sources of randomness in training neural networks. We show that the variance in group fairness measures is rooted in the high volatility of the learning process on under-represented groups. Further, we recognize the dominant source of randomness as the stochasticity of data order during training. Based on these findings, we show how one can control group-level accuracy (i.e., model fairness), with high efficiency and negligible impact on the model’s overall performance, by simply changing the data order for a single epoch.","['neural networks', 'fairness', 'randomness in training', 'evaluation']","{'Prakhar Ganesh': 'School of Computing, National University of Singapore, Singapore', 'Hongyan Chang': 'School of Computing, National University of Singapore, Singapore', 'Martin Strobel': 'School of Computing, National University of Singapore, Singapore', 'Reza Shokri': 'School of Computing, National University of Singapore, Singapore'}"
https://doi.org/10.1145/3593013.3594117,Detection and Mitigation of Algorithmic Bias via Predictive Parity,Fairness & Bias,"Predictive parity (PP), also known as sufficiency, is a core definition of algorithmic fairness essentially stating that model outputs must have the same interpretation of expected outcomes regardless of group. Testing and satisfying PP is especially important in many settings where model scores are interpreted by humans or directly provide access to opportunity, such as healthcare or banking. Solutions for PP violations have primarily been studied through the lens of model calibration. However, we find that existing calibration-based tests and mitigation methods are designed for independent data, which is often not assumable in large-scale applications such as social media or medical testing. In this work, we address this issue by developing a statistically rigorous non-parametric regression based test for PP with dependent observations. We then apply our test to illustrate that PP testing can significantly vary under the two assumptions. Lastly, we provide a mitigation solution to provide a minimally-biased post-processing transformation function to achieve PP.","['algorithmic fairness', 'dependent data', 'testing for fairness', 'mitigation of bias']","{'Cyrus DiCiccio': 'Independent, USA', 'Brian Hsu': 'LinkedIn, USA', 'Yinyin Yu': 'LinkedIn, USA', 'Preetam Nandy': 'LinkedIn, Switzerland', 'Kinjal Basu': 'LinkedIn, USA'}"
https://doi.org/10.1145/3593013.3593983,�How Biased are Your Features?�: Computing Fairness Influence Functions with Global Sensitivity Analysis,Fairness & Bias,"Fairness in machine learning has attained significant focus due to the widespread application in high-stake decision-making tasks. Unregulated machine learning classifiers can exhibit bias towards certain demographic groups in data, thus the quantification and mitigation of classifier bias is a central concern in fairness in machine learning. In this paper, we aim to quantify the influence of different features in a dataset on the bias of a classifier. To do this, we introduce the Fairness Influence Function (FIF). This function breaks down bias into its components among individual features and the intersection of multiple features. The key idea is to represent existing group fairness metrics as the difference of the scaled conditional variances in the classifier’s prediction and apply a decomposition of variance according to global sensitivity analysis. To estimate FIFs, we instantiate an algorithm that applies variance decomposition of classifier’s prediction following local regression. Experiments demonstrate that captures FIFs of individual feature and intersectional features, provides a better approximation of bias based on FIFs, demonstrates higher correlation of FIFs with fairness interventions, and detects changes in bias due to fairness affirmative/punitive actions in the classifier.  The code is available at https://github.com/ReAILe/bias-explainer. The extended version of the paper is at https://arxiv.org/pdf/2206.00667.pdf.","['Fair Machine Learning', 'Bias', 'Explainability', 'Global Sensitivity Analysis', 'Variance Decomposition', 'Influence Functions.']","{'Bishwamittra Ghosh': 'National University of Singapore, Singapore', 'Debabrota Basu': 'Equipe Scool, Univ. Lille, Inria, UMR 9189 - CRIStAL, CNRS Centrale Lille, France, France', 'Kuldeep S. Meel': 'National University of Singapore, Singapore'}"
https://doi.org/10.1145/3593013.3593979,Multi-dimensional Discrimination in Law and Machine Learning - A Comparative Overview,Fairness & Bias,"AI-driven decision-making can lead to discrimination against certain individuals or social groups based on protected characteristics/attributes such as race, gender, or age. The domain of fairness-aware machine learning focuses on methods and algorithms for understanding, mitigating, and accounting for bias in AI/ML models. Still, thus far, the vast majority of the proposed methods assess fairness based on a single protected attribute, e.g. only gender or race. In reality, though, human identities are multi-dimensional, and discrimination can occur based on more than one protected characteristic, leading to the so-called “multi-dimensional discrimination” or “multi-dimensional fairness” problem. While well-elaborated in legal literature, the multi-dimensionality of discrimination is less explored in the machine learning community. Recent approaches in this direction mainly follow the so-called intersectional fairness definition from the legal domain, whereas other notions like additive and sequential discrimination are less studied or not considered thus far. In this work, we overview the different definitions of multi-dimensional discrimination/fairness in the legal domain as well as how they have been transferred/ operationalized (if) in the fairness-aware machine learning domain. By juxtaposing these two domains, we draw the connections, identify the limitations, and point out open research directions.","['multi-discrimination', 'multi-fairness', 'intersectional fairness', 'sequential fairness', 'additive fairness']","{'Arjun Roy': 'Institute of Computer Science, Free University of Berlin, Germany and Research Institute CODE, Bundeswehr University Munich, Germany', 'Jan Horstmann': 'Institute for Legal Informatics, Leibniz University of Hanover, Germany', 'Eirini Ntoutsi': 'Research Institute CODE, Bundeswehr University Munich, Germany'}"
https://doi.org/10.1145/3593013.3594044,Algorithmic Unfairness through the Lens of EU Non-Discrimination Law: Or Why the Law is not a Decision Tree,Fairness & Bias,"Concerns regarding unfairness and discrimination in the context of artificial intelligence (AI) systems have recently received increased attention from both legal and computer science scholars. Yet, the degree of overlap between notions of algorithmic bias and fairness on the one hand, and legal notions of discrimination and equality on the other, is often unclear, leading to misunderstandings between computer science and law. What types of bias and unfairness does the law address when it prohibits discrimination? What role can fairness metrics play in establishing legal compliance? In this paper, we aim to illustrate to what extent European Union (EU) non-discrimination law coincides with notions of algorithmic fairness proposed in computer science literature and where they differ. The contributions of this paper are as follows. First, we analyse seminal examples of algorithmic unfairness through the lens of EU non-discrimination law, drawing parallels with EU case law. Second, we set out the normative underpinnings of fairness metrics and technical interventions and compare these to the legal reasoning of the Court of Justice of the EU. Specifically, we show how normative assumptions often remain implicit in both disciplinary approaches and explain the ensuing limitations of current AI practice and non-discrimination law. We conclude with implications for AI practitioners and regulators.","['EU non-discrimination law', 'algorithmic fairness', 'machine learning', 'artificial intelligence']","{'Hilde Weerts': 'Eindhoven University of Technology, Netherlands', 'Raphaële Xenidis': 'Sciences Po Law School, France', 'Fabien Tarissan': 'CNRS & ENS Paris-Saclay, France', 'Henrik Palmer Olsen': 'University of Copenhagen, Denmark', 'Mykola Pechenizkiy': 'Eindhoven University of Technology, Netherlands'}"
