doi_link,title,abstract,keywords,CCS concepts,author_names,affiliations,affiliated_countries
https://doi.org/10.1145/3593013.3594086,Can Querying for Bias Leak Protected Attributes? Achieving Privacy With Smooth Sensitivity,"Existing regulations often prohibit model developers from accessing protected attributes (gender, race, etc.) during training. This leads to scenarios where fairness assessments might need to be done on populations without knowing their memberships in protected groups. In such scenarios, institutions often adopt a separation between the model developers (who train their models with no access to the protected attributes) and a compliance team (who may have access to the entire dataset solely for auditing purposes). However, the model developers might be allowed to test their models for disparity by querying the compliance team for group fairness metrics. In this paper, we first demonstrate that simply querying for fairness metrics, such as, statistical parity and equalized odds can leak the protected attributes of individuals to the model developers. We demonstrate that there always exist strategies by which the model developers can identify the protected attribute of a targeted individual in the test dataset from just a single query. Furthermore, we show that one can reconstruct the protected attributes of all the individuals from queries when Nk ≪ n using techniques from compressed sensing (n is the size of the test dataset and Nk is the size of smallest group therein). Our results pose an interesting debate in algorithmic fairness: Should querying for fairness metrics be viewed as a neutral-valued solution to ensure compliance with regulations? Or, does it constitute a violation of regulations and privacy if the number of queries answered is enough for the model developers to identify the protected attributes of specific individuals? To address this supposed violation of regulations and privacy, we also propose Attribute-Conceal, a novel technique that achieves differential privacy by calibrating noise to the smooth sensitivity of our bias query function, outperforming naive techniques such as the Laplace mechanism. We also include experimental results on the Adult dataset and synthetic dataset (broad range of parameters).","['algorithmic fairness', 'compliance', 'compressed sensing', 'differential privacy', 'machine learning.']","['Social and professional topics _ Governmental regulations', 'Computing methodologies _ Philosophical/theoretical foundations of artificial intelligence', 'Social and professional topics _ User characteristics', 'General and reference _ Evaluation', 'Security and privacy _ Privacy-preserving protocols']","['Faisal Hamman', 'Jiahao Chen', 'Sanghamitra Dutta']","['Department of Electrical and Computer Engineering, University of Maryland, College Park', 'Responsible AI LLC', 'Department of Electrical and Computer Engineering, University of Maryland, College Park']","['USA', 'USA', 'USA']"
https://doi.org/10.1145/3593013.3593982,In the Name of Fairness: Assessing the Bias in Clinical Record De-Identification,"Data sharing is crucial for open science and reproducible research, but the legal sharing of clinical data requires the removal of protected health information from electronic health records. This process, known as de-identification, is often achieved through the use of machine learning algorithms by many commercial and open-source systems. While these systems have shown compelling results on average, the variation in their performance across different demographic groups has not been thoroughly examined. In this work, we investigate the bias of de-identification systems on names in clinical notes via a large-scale empirical analysis. To achieve this, we create 16 name sets that vary along four demographic dimensions: gender, race, name popularity, and the decade of popularity. We insert these names into 100 manually curated clinical templates and evaluate the performance of nine public and private de-identification methods. Our findings reveal that there are statistically significant performance gaps along a majority of the demographic dimensions in most methods. We further illustrate that de-identification quality is affected by polysemy in names, gender context, and clinical note characteristics. To mitigate the identified gaps, we propose a simple and method-agnostic solution by fine-tuning de-identification methods with clinical context and diverse names. Overall, it is imperative to address the bias in existing methods immediately so that downstream stakeholders can build high-quality systems to serve all demographic parties fairly.","['Fairness', 'Named Entity Recognition', 'Clinical De-identification']","['Human-centered computing _ Fairness', 'Computing methodologies _ Natural language processing', 'Social and professional topics _ Patient privacy']","['Yuxin Xiao', 'Shulammite Lim', 'Tom Joseph Pollard', 'Marzyeh Ghassemi']","['Massachusetts Institute of Technology', 'Massachusetts Institute of Technology', 'Massachusetts Institute of Technology', 'Massachusetts Institute of Technology']","['USA', 'USA', 'USA', 'USA']"
https://doi.org/10.1145/3593013.3594015,The Privacy-Bias Tradeoff: Data Minimization and Racial Disparity Assessments in U.S. Government,"An emerging concern in algorithmic fairness is the tension with privacy interests. Data minimization can restrict access to protected attributes, such as race and ethnicity, for bias assessment and mitigation. Less recognized is that for nearly 50 years, the federal government has been engaged in a large-scale experiment in data minimization, limiting (a) data sharing across federal agencies under the Privacy Act of 1974, and (b) data collection under the Paperwork Reduction Act. We document how this “privacy-bias tradeoff” has become an important battleground for fairness assessments in the U.S. government and provides rich lessons for resolving these tradeoffs. President Biden’s 2021 racial justice Executive Order 13,985 mandated that federal agencies conduct equity impact assessments (e.g., for racial disparities) of federal programs. We conduct a comprehensive assessment across high-volume claims agencies that affect many individuals, as well as all agencies filing “equity action plans,” with three findings. First, there is broad agreement in principle that equity impact assessments are important, with few parties raising privacy challenges in theory and many agencies proposing substantial efforts. Second, in practice, major agencies do not collect and may be affirmatively prohibited under the Privacy Act from linking demographic information. This has led to pathological results: until 2022, for instance, the US Dept. of Agriculture imputed race by “visual observation” when race information was not collected. Data minimization has meant that even where agencies want to acquire demographic information in principle, the legal, data infrastructure, and bureaucratic hurdles are severe. Third, we derive policy implications to address these barriers.",[],[],"['Jennifer King', 'Daniel Ho', 'Arushi Gupta', 'Victor Wu', 'Helen Webley-Brown']","['Stanford Institute for Human-Centered Artificial Intelligence, Stanford University', 'Stanford Law School, Stanford University', 'Stanford University', 'Stanford Law School, Stanford University', 'Massachusetts Institute of Technology']","['USA', 'USA', 'USA', 'USA', 'USA']"
https://doi.org/10.1145/3593013.3594046,"UNFair: Search Engine Manipulation, Undetectable by Amortized Inequity","Modern society increasingly relies on Information Retrieval systems to answer various information needs. Since this impacts society in many ways, there has been a great deal of work to ensure the fairness of these systems, and to prevent societal harms. There is a prevalent risk of failing to model the entire system, where nefarious actors can produce harm outside the scope of fairness metrics. We demonstrate the practical possibility of this risk through UNFair, a ranking system that achieves performance and measured fairness competitive with current state-of-the-art, while simultaneously being manipulative in setup. UNFair demonstrates how adhering to a fairness metric, Amortized Equity, can be insufficient to prevent Search Engine Manipulation. This possibility of manipulation bypassing a fairness metric discourages imposing a fairness metric ahead of time, and motivates instead a more holistic approach to fairness assessments.","['Fairness', 'Information Retrieval', 'Search Engine Manipulation Effect', 'Exposure', 'UNFair']",['Information systems _ Learning to rank'],"['Tim De Jonge', 'Djoerd Hiemstra']","['Radboud University', 'Radboud University']","['Netherlands', 'Netherlands']"
https://doi.org/10.1145/3593013.3594120,Bias as Boundary Object: Unpacking The Politics Of An Austerity Algorithm Using Bias Frameworks,"Whether bias is an appropriate lens for analysis and critique remains a subject of debate among scholars. This paper contributes to this conversation by unpacking the use of bias in a critical analysis of a controversial austerity algorithm introduced by the Austrian public employment service in 2018. It was envisioned to classify the unemployed into three risk categories based on predicted prospects for re-employment. The system promised to increase efficiency and effectivity of counseling while objectifying a new austerity support measure allocation scheme. This approach was intended to cut spending for those deemed at highest risk of long term unemployment. Our in-depth analysis, based on internal documentation not available to the public, systematically traces and categorizes various problematic biases to illustrate harms to job seekers and challenge promises used to justify the adoption of the system. The classification is guided by a long-established bias framework for computer systems developed by Friedman and Nissenbaum, which provides three sensitizing basic categories. We identified in our analysis ""technical biases,"" like issues around measurement, rigidity, and coarseness of variables, ""emergent biases,"" such as disruptive events that change the labor market, and, finally, ""preexisting biases,"" like the use of variables that act as proxies for inequality.  Grounded in our case study, we argue that articulated biases can be strategically used as boundary objects to enable different actors to critically debate and challenge problematic systems without prior consensus building. We unpack benefits and risks of using bias classification frameworks to guide analysis. They have recently received increased scholarly attention and thereby may influence the identification and construction of biases. By comparing four bias frameworks and drawing on our case study, we illustrate how they are political by prioritizing certain aspects in analysis while disregarding others. Furthermore, we discuss how they vary in their granularity and how this can influence analysis. We also problematize how these frameworks tend to favor explanations for bias that center the algorithm instead of social structures. We discuss several recommendations to make bias analyses more emancipatory, arguing that biases should be seen as starting points for reflection on harmful impacts, questioning the framing imposed by the imagined “unbiased"" center that the bias is supposed to distort, and seeking out deeper explanations and histories that also center bigger social structures, power dynamics, and marginalized perspectives. Finally, we reflect on the risk that these frameworks may stabilize problematic notions of bias, for example, when they become a standard or enshrined in law.","['public employment services', 'job seeker profiling', 'algorithmic bias', 'infrastructure studies']","['Applied computing _ Computing in government', 'Human-centered computing', 'Social and professional topics _ Government technology policy', 'Computing methodologies _ Machine learning approaches']","['Gabriel Grill', 'Fabian Fischer', 'Florian Cech']","['University of Michigan', 'University of Applied Arts Vienna', 'TU Wien']","['USA', 'Austria', 'Austria']"
https://doi.org/10.1145/3593013.3594099,The Progression of Disparities within the Criminal Justice System: Differential Enforcement and Risk Assessment Instruments,"Algorithmic risk assessment instruments (RAIs) increasingly inform decision-making in criminal justice. RAIs largely rely on arrest records as a proxy for underlying crime. Problematically, the extent to which arrests reflect overall offending can vary with the person’s characteristics. We examine how the disconnect between crime and arrest rates impacts RAIs and their evaluation. Our main contribution is a method for quantifying this bias via estimation of the amount of unobserved offenses associated with particular demographics. These unobserved offenses are then used to augment real-world arrest records to create part real, part synthetic crime records. Using this data, we estimate that four currently deployed RAIs assign 0.5–2.8 percentage points higher risk scores to Black individuals than to White individuals with a similar arrest record, but the gap grows to 4.5–11.0 percentage points when we match on the semi-synthetic crime record. We conclude by discussing the potential risks around the use of RAIs, highlighting how they may exacerbate existing inequalities if the underlying disparities of the criminal justice system are not taken into account. In light of our findings, we provide recommendations to improve the development and evaluation of such tools.",[],[],"['Miri Zilka', 'Riccardo Fogliato', 'Jiri Hron', 'Bradley Butcher', 'Carolyn Ashurst', 'Adrian Weller']","['University of Cambridge', 'Carnegie Mellon University', 'University of Cambridge', 'University of Sussex', 'The Alan Turing Institute', 'University of Cambridge, United Kingdom and The Alan Turing Institute']","['United Kingdom', 'USA', 'United Kingdom', 'United Kingdom', 'United Kingdom', 'United Kingdom']"
https://doi.org/10.1145/3593013.3594078,“I’m Fully Who I Am”: Towards Centering Transgender and Non-Binary Voices to Measure Biases in Open Language Generation,"Warning: This paper contains examples of gender non-affirmative language which could be offensive, upsetting, and/or triggering. Transgender and non-binary (TGNB) individuals disproportionately experience discrimination and exclusion from daily life. Given the recent popularity and adoption of language generation technologies, the potential to further marginalize this population only grows. Although a multitude of NLP fairness literature focuses on illuminating and addressing gender biases, assessing gender harms for TGNB identities requires understanding how such identities uniquely interact with societal gender norms and how they differ from gender binary-centric perspectives. Such measurement frameworks inherently require centering TGNB voices to help guide the alignment between gender-inclusive NLP and whom they are intended to serve. Towards this goal, we ground our work in the TGNB community and existing interdisciplinary literature to assess how the social reality surrounding experienced marginalization of TGNB persons contributes to and persists within Open Language Generation (OLG). This social knowledge serves as a guide for evaluating popular large language models (LLMs) on two key aspects: (1) misgendering and (2) harmful responses to gender disclosure. To do this, we introduce TANGO, a dataset of template-based real-world text curated from a TGNB-oriented community. We discover a dominance of binary gender norms reflected by the models; LLMs least misgendered subjects in generated text when triggered by prompts whose subjects used binary pronouns. Meanwhile, misgendering was most prevalent when triggering generation with singular they and neopronouns. When prompted with gender disclosures, TGNB disclosure generated the most stigmatizing language and scored most toxic, on average. Our findings warrant further research on how TGNB harms manifest in LLMs and serve as a broader case study toward concretely grounding the design of gender-inclusive AI in community voices and interdisciplinary literature.","['Algorithmic Fairness', 'Natural Language Generation', 'AI Fairness Auditing', 'Queer Harms in AI']",['Computing methodologies _ Natural language generation'],"['Anaelia Ovalle', 'Palash Goyal', 'Jwala Dhamala', 'Zachary Jaggers', 'Kai-Wei Chang', 'Aram Galstyan', 'Richard Zemel', 'Rahul Gupta']","['Computer Science, University of California, Los Angeles', 'Alexa AI-NU, Amazon', 'Alexa AI-NU, Amazon', 'Amazon Global Diversity, Equity, & Inclusion, Amazon', 'Alexa AI-NU, Amazon, USA and Department of Computer Science, University of California, Los Angeles', 'Alexa AI-NU, Amazon', 'Alexa AI-NU, Amazon', 'Alexa AI-NU, Amazon']","['USA', 'USA', 'USA', 'USA', 'USA', 'USA', 'USA', 'USA']"
https://doi.org/10.1145/3593013.3594116,On The Impact of Machine Learning Randomness on Group Fairness,"Statistical measures for group fairness in machine learning reflect the gap in performance of algorithms across different groups. These measures, however, exhibit a high variance between different training instances, which makes them unreliable for empirical evaluation of fairness. What causes this high variance? We investigate the impact on group fairness of different sources of randomness in training neural networks. We show that the variance in group fairness measures is rooted in the high volatility of the learning process on under-represented groups. Further, we recognize the dominant source of randomness as the stochasticity of data order during training. Based on these findings, we show how one can control group-level accuracy (i.e., model fairness), with high efficiency and negligible impact on the model’s overall performance, by simply changing the data order for a single epoch.","['neural networks', 'fairness', 'randomness in training', 'evaluation']","['Computing methodologies _ Machine learning', 'General and reference _ Evaluation', 'Social and professional topics _ Computing / technology policy']","['Prakhar Ganesh', 'Hongyan Chang', 'Martin Strobel', 'Reza Shokri']","['School of Computing, National University of Singapore', 'School of Computing, National University of Singapore', 'School of Computing, National University of Singapore', 'School of Computing, National University of Singapore']","['Singapore', 'Singapore', 'Singapore', 'Singapore']"
https://doi.org/10.1145/3593013.3594117,Detection and Mitigation of Algorithmic Bias via Predictive Parity,"Predictive parity (PP), also known as sufficiency, is a core definition of algorithmic fairness essentially stating that model outputs must have the same interpretation of expected outcomes regardless of group. Testing and satisfying PP is especially important in many settings where model scores are interpreted by humans or directly provide access to opportunity, such as healthcare or banking. Solutions for PP violations have primarily been studied through the lens of model calibration. However, we find that existing calibration-based tests and mitigation methods are designed for independent data, which is often not assumable in large-scale applications such as social media or medical testing. In this work, we address this issue by developing a statistically rigorous non-parametric regression based test for PP with dependent observations. We then apply our test to illustrate that PP testing can significantly vary under the two assumptions. Lastly, we provide a mitigation solution to provide a minimally-biased post-processing transformation function to achieve PP.","['algorithmic fairness', 'dependent data', 'testing for fairness', 'mitigation of bias']",[],"['Cyrus DiCiccio', 'Brian Hsu', 'Yinyin Yu', 'Preetam Nandy', 'Kinjal Basu']","['Independent', 'LinkedIn', 'LinkedIn', 'LinkedIn', 'LinkedIn']","['USA', 'USA', 'USA', 'Switzerland', 'USA']"
https://doi.org/10.1145/3593013.3593983,“How Biased Are Your Features?”: Computing Fairness Influence Functions with Global Sensitivity Analysis,"Fairness in machine learning has attained significant focus due to the widespread application in high-stake decision-making tasks. Unregulated machine learning classifiers can exhibit bias towards certain demographic groups in data, thus the quantification and mitigation of classifier bias is a central concern in fairness in machine learning. In this paper, we aim to quantify the influence of different features in a dataset on the bias of a classifier. To do this, we introduce the Fairness Influence Function (FIF). This function breaks down bias into its components among individual features and the intersection of multiple features. The key idea is to represent existing group fairness metrics as the difference of the scaled conditional variances in the classifier’s prediction and apply a decomposition of variance according to global sensitivity analysis. To estimate FIFs, we instantiate an algorithm that applies variance decomposition of classifier’s prediction following local regression. Experiments demonstrate that captures FIFs of individual feature and intersectional features, provides a better approximation of bias based on FIFs, demonstrates higher correlation of FIFs with fairness interventions, and detects changes in bias due to fairness affirmative/punitive actions in the classifier.  The code is available at https://github.com/ReAILe/bias-explainer. The extended version of the paper is at https://arxiv.org/pdf/2206.00667.pdf.","['Fair Machine Learning', 'Bias', 'Explainability', 'Global Sensitivity Analysis', 'Variance Decomposition', 'Influence Functions.']","['Computing methodologies _ Machine learning', 'Computing methodologies _ Artificial intelligence']","['Bishwamittra Ghosh', 'Debabrota Basu', 'Kuldeep S. Meel']","['National University of Singapore', 'Equipe Scool, Univ. Lille, Inria, UMR 9189 - CRIStAL, CNRS Centrale Lille, France', 'National University of Singapore']","['Singapore', 'France', 'Singapore']"
https://doi.org/10.1145/3593013.3593979,Multi-Dimensional Discrimination in Law and Machine Learning - A Comparative Overview,"AI-driven decision-making can lead to discrimination against certain individuals or social groups based on protected characteristics/attributes such as race, gender, or age. The domain of fairness-aware machine learning focuses on methods and algorithms for understanding, mitigating, and accounting for bias in AI/ML models. Still, thus far, the vast majority of the proposed methods assess fairness based on a single protected attribute, e.g. only gender or race. In reality, though, human identities are multi-dimensional, and discrimination can occur based on more than one protected characteristic, leading to the so-called “multi-dimensional discrimination” or “multi-dimensional fairness” problem. While well-elaborated in legal literature, the multi-dimensionality of discrimination is less explored in the machine learning community. Recent approaches in this direction mainly follow the so-called intersectional fairness definition from the legal domain, whereas other notions like additive and sequential discrimination are less studied or not considered thus far. In this work, we overview the different definitions of multi-dimensional discrimination/fairness in the legal domain as well as how they have been transferred/ operationalized (if) in the fairness-aware machine learning domain. By juxtaposing these two domains, we draw the connections, identify the limitations, and point out open research directions.","['multi-discrimination', 'multi-fairness', 'intersectional fairness', 'sequential fairness', 'additive fairness']",[],"['Arjun Roy', 'Jan Horstmann', 'Eirini Ntoutsi']","['Institute of Computer Science, Free University of Berlin, Germany and Research Institute CODE, Bundeswehr University Munich', 'Institute for Legal Informatics, Leibniz University of Hanover', 'Research Institute CODE, Bundeswehr University Munich']","['Germany', 'Germany', 'Germany']"
https://doi.org/10.1145/3593013.3594044,Algorithmic Unfairness through the Lens of EU Non-Discrimination Law: Or Why the Law is Not a Decision Tree,"Concerns regarding unfairness and discrimination in the context of artificial intelligence (AI) systems have recently received increased attention from both legal and computer science scholars. Yet, the degree of overlap between notions of algorithmic bias and fairness on the one hand, and legal notions of discrimination and equality on the other, is often unclear, leading to misunderstandings between computer science and law. What types of bias and unfairness does the law address when it prohibits discrimination? What role can fairness metrics play in establishing legal compliance? In this paper, we aim to illustrate to what extent European Union (EU) non-discrimination law coincides with notions of algorithmic fairness proposed in computer science literature and where they differ. The contributions of this paper are as follows. First, we analyse seminal examples of algorithmic unfairness through the lens of EU non-discrimination law, drawing parallels with EU case law. Second, we set out the normative underpinnings of fairness metrics and technical interventions and compare these to the legal reasoning of the Court of Justice of the EU. Specifically, we show how normative assumptions often remain implicit in both disciplinary approaches and explain the ensuing limitations of current AI practice and non-discrimination law. We conclude with implications for AI practitioners and regulators.","['EU non-discrimination law', 'algorithmic fairness', 'machine learning', 'artificial intelligence']","['Computing methodologies _ Machine learning', 'Computing methodologies _ Artificial intelligence', 'Applied computing _ Law']","['Hilde Weerts', 'Raphaële Xenidis', 'Fabien Tarissan', 'Henrik Palmer Olsen', 'Mykola Pechenizkiy']","['Eindhoven University of Technology', 'Sciences Po Law School', 'CNRS & ENS Paris-Saclay', 'University of Copenhagen', 'Eindhoven University of Technology']","['Netherlands', 'France', 'France', 'Denmark', 'Netherlands']"
https://doi.org/10.1145/3593013.3594121,Legal Taxonomies of Machine Bias: Revisiting Direct Discrimination,"Previous literature on ‘fair’ machine learning has appealed to legal frameworks of discrimination law to motivate a variety of discrimination and fairness metrics and de-biasing measures. Such work typically applies the US doctrine of disparate impact rather than the alternative of disparate treatment, and scholars of EU law have largely followed along similar lines, addressing algorithmic bias as a form of indirect rather than direct discrimination. In recent work, we have argued that such focus is unduly narrow in the context of European law: certain forms of algorithmic bias will constitute direct discrimination [1]. In this paper, we explore the ramifications of this argument for existing taxonomies of machine bias and algorithmic fairness, how existing fairness metrics might need to be adapted, and potentially new measures may need to be introduced. We outline how the mappings between fairness measures and discrimination definitions implied hitherto may need to be revised and revisited.","['Direct Discrimination', 'Disparate Treatment', 'Bias', 'Fairness', 'Machine Learning']","['Social and professional topics _ Computing / technology policy', 'Applied computing _ Law']","['Reuben Binns', 'Jeremias Adams-Prassl', 'Aislinn Kelly-Lyth']","['Computer Science, University of Oxford', 'Law, University of Oxford', 'Law, University of Oxford']","['United Kingdom', 'United Kingdom', 'United Kingdom']"
https://doi.org/10.1145/3593013.3594093,Co-Designing for Transparency: Lessons from Building a Document Organization Tool in the Criminal Justice Domain,"Investigative journalists and public defenders conduct the essential work of examining, reporting, and arguing critical cases around police use-of-force and misconduct. In an ideal world, they would have access to well-organized records they can easily navigate and search. In reality, records can come as large, disorganized data dumps, increasing the burden on the already resource-constrained teams. In a cross-disciplinary research team of stakeholders and computer scientists, we worked closely with public defenders and investigative journalists in the United States to co-design an AI-augmented tool that addresses challenges in working with such data dumps. Our Document Organization Tool (DOT) is a Python library that has data cleaning, extraction, and organization features. Our collaborative design process gave us insights into the needs of under-resourced teams who work with large data dumps, such as how some domain experts became self-taught programmers to automate their tasks. To understand what type of programming paradigm could support our target users, we conducted a user study (n=18) comparing visual, programming-by-example, and traditional text-based programming tools. From our user study, we found that once users passed the initial learning stage, they could comfortably use all three paradigms. Our work offers insights for designers working with under-resourced teams who want to consolidate cutting-edge algorithms and AI techniques into unified, expressive tools. We argue user-centered tool design can contribute to the broader fight for accountability and transparency by supporting existing practitioners in their work in domains like criminal justice.","['Co-Design', 'Document Organization', 'User-Centered Design', 'Collaborative Design']","['Human-centered computing _ Interaction paradigms', 'Human-centered computing _ User studies', 'Computing methodologies _ Artificial intelligence', 'Computing methodologies _ Machine learning']","['Hellina Hailu Nigatu', 'Lisa Pickoff-White', 'John Canny', 'Sarah Chasins']","['EECS, UC Berkeley', 'KQED', 'EECS, UC Berkeley', 'EECS, UC Berkeley']","['USA', 'USA', 'USA', 'USA']"
https://doi.org/10.1145/3593013.3594058,Bias on Demand: A Modelling Framework That Generates Synthetic Data With Bias,"Nowadays, Machine Learning (ML) systems are widely used in various businesses and are increasingly being adopted to make decisions that can significantly impact people’s lives. However, these decision-making systems rely on data-driven learning, which poses a risk of propagating the bias embedded in the data. Despite various attempts by the algorithmic fairness community to outline different types of bias in data and algorithms, there is still a limited understanding of how these biases relate to the fairness of ML-based decision-making systems. In addition, efforts to mitigate bias and unfairness are often agnostic to the specific type(s) of bias present in the data. This paper explores the nature of fundamental types of bias, discussing their relationship to moral and technical frameworks. To prevent harmful consequences, it is essential to comprehend how and where bias is introduced throughout the entire modelling pipeline and possibly how to mitigate it. Our primary contribution is a framework for generating synthetic datasets with different forms of biases. We use our proposed synthetic data generator to perform experiments on different scenarios to showcase the interconnection between biases and their effect on performance and fairness evaluations. Furthermore, we provide initial insights into mitigating specific types of bias through post-processing techniques. The implementation of the synthetic data generator and experiments can be found at https://github.com/rcrupiISP/BiasOnDemand.","['bias', 'fairness', 'synthetic data', 'moral worldviews']","['Computing methodologies _ Philosophical/theoretical foundations of artificial intelligence', 'Computing methodologies _ Machine learning', 'General and reference _ Metrics']","['Joachim Baumann', 'Alessandro Castelnovo', 'Riccardo Crupi', 'Nicole Inverardi', 'Daniele Regoli']","['Department of Informatics, University of Zurich, Switzerland and Zurich University of Applied Sciences', 'Data Science & Artificial Intelligence, Intesa Sanpaolo, Italy and Dept. of Informatics, Systems and Communication, University Milano Bicocca', 'Data Science & Artificial Intelligence, Intesa Sanpaolo', 'Data Science & Artificial Intelligence, Intesa Sanpaolo', 'Data Science & Artificial Intelligence, Intesa Sanpaolo']","['Switzerland', 'Italy', 'Italy', 'Italy', 'Italy']"
https://doi.org/10.1145/3593013.3594027,Power and Resistance in the Twitter Bias Discourse,"In 2020, the saliency-based image cropping tool deployed by Twitter to generate image previews was suspected of carrying a racial bias: Twitter users complained that Black people were systematically cropped out and, thus, made invisible by the cropping tool. As a response, Twitter conducted bias analyses, concluded that the cropping tool was indeed biased, and subsequently removed it. Soon after, Twitter hosted the first ""algorithmic bias bounty challenge"", inviting the general public to detect algorithmic harm in the cropping tool.  Twitter’s image cropping algorithm is a fascinating case study for exploring the push-and-pull dynamics of power relations between, firstly, algorithmic knowledge production inherent in machine learning systems, secondly, the bias discourse as resistance, and, thirdly, ensuing corporate responses as stabilization measures towards said resistance. In order to account for this three-part narrative of the case study, this paper is structured along the examination of the following three questions: (1) How is algorithmic, and especially, data-based knowledge production entrenched in power relations? (2) In what way does the discourse around bias serve as a vehicle for resistance against said power? Why and in what way is it effective? (3) How did Twitter as a company stabilize its position within and in relation to the bias discourse?  This paper explores these questions along the following steps: Section 2 lays out the interdisciplinary theoretical perspective of the analysis, combining, firstly, a mathematical-epistemic perspective that examines the mathematics underlying both machine learning systems and bias analyses with, secondly, Foucauldian concepts that make it possible to view mathematical tools as articulations of power relations. The subsequent three sections engage with the three questions posed above: Section 3, Power, is concerned with the first question, and it focuses on the algorithmic knowledge production in relation to Twitter’s cropping tool and its mathematical-epistemic foundations. Section 4, Resistance, addresses the second question, and it examines three bias analyses of the cropping tool, as well as their epistemic limitations, and it continues by conceptualizing the bias discourse in academic scholarship and activism as resistance to power. Section 5, Stabilization, engages with the third question, discussing Twitter’s response to the bias accusations and the way in which the company was able to effectively stabilize its position – rendering the bias discourse a vehicle for counter-resistance, too. This paper will be published in the open access volume Algorithmic Regimes: Methods, Interactions, and Politics (Amsterdam University Press, forthcoming), as well as on SSRN as a preprint.","['bias', 'power', 'discourse', 'resistance', 'Twitter', 'image cropping', 'Foucault']","['Computing methodologies _ Machine learning', 'Applied computing _ Law, social and behavioral sciences', 'Computing methodologies _ Philosophical/theoretical foundations of artificial intelligence']",['Paola Lopez'],"['University of Vienna, Austria and Weizenbaum Institute']",['Germany']
https://doi.org/10.1145/3593013.3594097,Personalized Pricing with Group Fairness Constraint,"In the big data era, personalized pricing has become a popular strategy that sets different prices for the same product according to individual customers’ features. Despite its popularity among companies, this practice is controversial due to the concerns over fairness that can be potentially caused by price discrimination. In this paper, we consider the problem of single-product personalized pricing for different groups under fairness constraints. Specifically, we define group fairness constraints under different distance metrics in the personalized pricing context. We then establish a stochastic formulation that maximizes the revenue. Under the discrete price setting, we reformulate this problem as a linear program and obtain the optimal pricing policy efficiently. To bridge the gap between the discrete and continuous price setting, theoretically, we prove a general gap between the optimal revenue with continuous and discrete price set of size l. Under some mild conditions, we improve this bound to . Empirically, we demonstrate the benefits of our approach over several baseline approaches on both synthetic data and real-world data. Our results also provide managerial insights into setting a proper fairness degree as well as an appropriate size of discrete price set.","['personalized pricing', 'group fairness', 'statistical parity', 'social welfare']","['Social and professional topics _ Computing / technology policy', 'Applied computing _ Electronic commerce', 'Applied computing _ Operations research']","['Xin Chen', 'Zexing Xu', 'Zishuo Zhao', 'Yuan Zhou']","['Georgia Institute of Technology', 'University of Illinois Urbana-Champaign', 'University of Illinois Urbana-Champaign', 'Tsinghua University']","['USA', 'USA', 'USA', 'China']"
https://doi.org/10.1145/3593013.3593987,In Her Shoes: Gendered Labelling in Crowdsourced Safety Perceptions Data from India,"In recent years, a proliferation of women’s safety mobile applications have emerged in India that crowdsource street safety perceptions to generate ‘safety maps’ used by policy makers for urban design and academics for studying mobility patterns. Men and women’s differential access to information and communication technologies (ICTs), however, and the distinctions between their social and cultural subjective experiences may mitigate the value of crowdsourced safety perceptions data and the predictive ability of machine learning (ML) models utilizing such data. We explore this by collecting and analyzing primary data on safety perceptions from New Delhi, India. Our curated dataset consists of streetviews covering a wide range of neighborhoods for which we obtain subjective safety ratings from both female and male respondents. Simulation experiments where varying the proportion of ratings from each gender are assumed missing demonstrate that the predictive ability of standard ML techniques relies crucially on the distribution of data producers. We find that obtaining large amounts of crowdsourced safety labels from male respondents for predicting female safety perceptions is inefficient in a number of scenarios and even undesirable in others. Detailed comparisons between female and male respondents’ data demonstrate significant gender differences in safety perceptions and associated vocabularies. Our results have important implications for the design of platforms relying on crowdsourced data and the insights generated from them.","['crowdsourced ratings', 'safety', 'gender', 'algorithmic bias', 'India']","['Human-centered computing _ HCI design and evaluation methods', 'Human-centered computing _ Empirical studies in collaborative and social computing']","['Nandana Sengupta', 'Ashwini Vaidya', 'James Evans']","['Indian Institute of Technology Delhi', 'Indian Institute of Technology Delhi', 'University of Chicago']","['India', 'India', 'USA']"
