year,doi_link,title,category,abstract,keywords,CCS concepts,author_names,affiliations,affiliated_countries
2022,https://doi.org/10.1145/3531146.3534644,Data augmentation for fairness-aware machine learning: Preventing algorithmic bias in law enforcement systems,Fairness & Bias,"Researchers and practitioners in the fairness community have highlighted the ethical and legal challenges of using biased datasets in data-driven systems, with algorithmic bias being a major concern. Despite the rapidly growing body of literature on fairness in algorithmic decision-making, there remains a paucity of fairness scholarship on machine learning algorithms for the real-time detection of crime. This contribution presents an approach for fairness-aware machine learning to mitigate the algorithmic bias / discrimination issues posed by the reliance on biased data when building law enforcement technology. Our analysis is based on RWF-2000, which has served as the basis for violent activity recognition tasks in data-driven law enforcement projects. We reveal issues of overrepresentation of minority subjects in violence situations that limit the external validity of the dataset for real-time crime detection systems and propose data augmentation techniques to rebalance the dataset. The experiments on real world data show the potential to create more balanced datasets by synthetically generated samples, thus mitigating bias and discrimination concerns in law enforcement applications.","['Computing methodologies', 'Machine learning', 'Social and professional topics∼Computing / technology policy', 'Surveillance∼Governmental surveillance', 'computer vision', 'fairness', 'algorithmic bias', 'AI ethics', 'violence detection', 'law enforcement technology']",[],"['Ioannis Pastaltzidis', 'Nikolaos Dimitriou', 'Katherine Quezada-Tavarez', 'Stergios Aidinlis', 'Thomas Marquenie', 'Agata Gurzawska', 'Dimitrios Tzovaras']","['Information Technologies Institute, Centre for Research and Technology Hellas', 'Information Technologies Institute, Centre for Research and Technology Hellas', 'Centre for IT and IP Law, KU Leuven', 'Trilateral Research', 'Centre for IT and IP Law, KU Leuven', 'Trilateral Research', 'Information Technologies Institute, Centre for Research and Technology Hellas']","['Greece', 'Greece', 'Belgium', 'United Kingdom', 'Belgium', 'United Kingdom', 'Greece']"
2022,https://doi.org/10.1145/3531146.3533105,De-biasing “bias” measurement,Fairness & Bias,"When a model’s performance differs across socially or culturally relevant groups–like race, gender, or the intersections of many such groups–it is often called ”biased.” While much of the work in algorithmic fairness over the last several years has focused on developing various definitions of model fairness (the absence of group-wise model performance disparities) and eliminating such “bias,” much less work has gone into rigorously measuring it. In practice, it important to have high quality, human digestible measures of model performance disparities and associated uncertainty quantification about them that can serve as inputs into multi-faceted decision-making processes. In this paper, we show both mathematically and through simulation that many of the metrics used to measure group-wise model performance disparities are themselves statistically biased estimators of the underlying quantities they purport to represent. We argue that this can cause misleading conclusions about the relative group-wise model performance disparities along different dimensions, especially in cases where some sensitive variables consist of categories with few members. We propose the “double-corrected” variance estimator, which provides unbiased estimates and uncertainty quantification of the variance of model performance across groups. It is conceptually simple and easily implementable without statistical software package or numerical optimization. We demonstrate the utility of this approach through simulation and show on a real dataset that while statistically biased estimators of model group-wise model performance disparities indicate statistically significant between-group model performance disparities, when accounting for statistical bias in the estimator, the estimated group-wise disparities in model performance are no longer statistically significant.",,,"['Kristian Lum', 'Yunfeng Zhang', 'Amanda Bower']","['Twitter', 'Twitter', 'Twitter']","['USA', 'USA', 'USA']"
2022,https://doi.org/10.1145/3531146.3533129,Don’t let Ricci v. DeStefano Hold You Back: A Bias-Aware Legal Solution to the Hiring Paradox,Fairness & Bias,"Companies that try to address inequality in employment face a hiring paradox. Failing to address workforce imbalance can result in legal sanctions and scrutiny, but proactive measures to address these issues might result in the same legal conflict. Recent run-ins of Microsoft and Wells Fargo with the Labor Department’s Office of Federal Contract Compliance Programs (OFCCP) are not isolated and are likely to persist. To add to the confusion, existing scholarship on Ricci v. DeStefano often deems solutions to this paradox impossible. Circumventive practices such as the 4/5ths rule further illustrate tensions between too little action and too much action.  In this work, we give a powerful way to solve this hiring paradox that tracks both legal and algorithmic challenges. We unpack the nuances of Ricci v. DeStefano and extend the legal literature arguing that certain algorithmic approaches to employment are allowed by introducing the legal practice of banding to evaluate candidates. We thus show that a bias-aware technique can be used to diagnose and mitigate “built-in” headwinds in the employment pipeline. We use the machinery of partially ordered sets to handle the presence of uncertainty in evaluations data. This approach allows us to move away from treating “people as numbers” to treating people as individuals—a property that is sought after by Title VII in the context of employment.","['anti-discrimination laws', 'hiring', 'resume screening', 'bias', 'uncertainty']","['Applied computing → Law', 'Mathematics of computing → Discrete mathematics']","['Jad Salem', 'Deven Desai', 'Swati Gupta']","['Georgia Institute of Technology', 'Georgia Institute of Technology', 'Georgia Institute of Technology']","['USA', 'USA', 'USA']"
2022,https://doi.org/10.1145/3531146.3533144,Exploring the Role of Grammar and Word Choice in Bias Toward African American English (AAE) in Hate Speech Classification,Fairness & Bias,"Language usage on social media varies widely even within the context of American English. Despite this, the majority of natural language processing systems are trained only on “Standard American English,” or SAE, the construction of English most prominent among white Americans. For hate speech classification, prior work has shown that African American English (AAE) is more likely to be misclassified as hate speech. This has harmful implications for Black social media users as it reinforces and exacerbates existing notions of anti-Black racism. While past work has highlighted the relationship between AAE and hate speech classification, no work has explored the linguistic characteristics of AAE that lead to misclassification. Our work uses Twitter datasets for AAE dialect and hate speech classifiers to explore the fine-grained relationship between specific characteristics of AAE such as word choice and grammatical features and hate speech predictions. We further investigate these biases by removing profanity and examining the influence of four aspects of AAE grammar that are distinct from SAE. Results show that removing profanity accounts for a roughly 20 to 30% reduction in the percentage of samples classified as ’hate’ ’abusive’ or ’offensive,’ and that similar classification patterns are observed regardless of grammar categories.","['Natural Language Processing', 'Linguistics', 'Fairness', 'African American English', 'Hate Speech', 'Social Media']","['Computing methodologies → Natural language processing', 'Computing methodologies → Information extraction', 'Computing methodologies → Machine learning', 'Social and professional topics → Race and ethnicity']","['Camille Harris', 'Matan Halevy', 'Ayanna Howard', 'Amy Bruckman', 'Diyi Yang']","['Georgia Institute of Technology', 'Georgia Institute of Technology', 'The Ohio State University', 'Georgia Institute of Technology', 'Georgia Institute of Technology']","['USA', 'USA', 'USA', 'USA', 'USA']"
2022,https://doi.org/10.1145/3531146.3533159,"Female, white, 27? Bias Evaluation on Data and Algorithms for Affect Recognition in Faces",Fairness & Bias,"Nowadays, Artificial Intelligence (AI) algorithms show a strong performance for many use cases, making them desirable for real-world scenarios where the algorithms provide high-impact decisions. However, one major drawback of AI algorithms is their susceptibility to bias and resulting unfairness. This has a huge influence for their application, as they have a higher failure rate for certain subgroups. In this paper, we focus on the field of affective computing and particularly on the detection of bias for facial expressions. Depending on the deployment scenario, bias in facial expression models can have a disadvantageous impact and it is therefore essential to evaluate the bias and limitations of the model. In order to analyze the metadata distribution in affective computing datasets, we annotate several benchmark training datasets, containing both Action Units and categorical emotions, with age, gender, ethnicity, glasses, and beards. We show that there is a significantly skewed distribution, particularly for ethnicity and age. Based on this metadata annotation, we evaluate two trained state-of-the-art affective computing algorithms. Our evaluation shows that the strongest bias is in age, with the best performance for persons under 34 and a sharp decrease for older persons. Furthermore, we see an ethnicity bias with varying direction depending on the algorithm, a slight gender bias and worse performance for facial parts occluded by glasses.","['affective computing', 'action units', 'categorical emotions', 'metadata post-annotation', 'bias', 'fairness', 'data evaluation', 'algorithm evaluation']","['Computing methodologies → Computer vision', 'Computing methodologies → Machine learning', 'Social and professional topics → Age', 'Social and professional topics → Race and ethnicity', 'Social and professional topics~Gender;']","['Jaspar Pahl', 'Ines Rieger', 'Anna Möller', 'Thomas Wittenberg', 'Ute Schmid']","['Multimodal Human Sensing, Fraunhofer-Institute for Integrated Circuits IIS, Germany and Cognitive Systems Group, University of Bamberg', 'Fraunhofer-Institute for Integrated Circuits IIS, Germany and Cognitive Systems Group, University of Bamberg', 'Fraunhofer-Institute for Integrated Circuits IIS, Germany and Chair for Visual Computing, Friedrich-Alexander-Universität Erlangen-Nürnberg', 'Fraunhofer-Institute for Integrated Circuits IIS, Germany and Chair for Visual Computing, Friedrich-Alexander-Universität Erlangen-Nürnberg', 'Cognitive Systems Group, University of Bamberg, Germany and Project Group Comprehensible AI, Fraunhofer-Institute for Integrated Circuits IIS']","['Germany', 'Germany', 'Germany', 'Germany', 'Germany']"
2022,https://doi.org/10.1145/3531146.3533184,Gender and Racial Bias in Visual Question Answering Datasets,Fairness & Bias,"Vision-and-language tasks have increasingly drawn more attention as a means to evaluate human-like reasoning in machine learning models. A popular task in the field is visual question answering (VQA), which aims to answer questions about images. However, VQA models have been shown to exploit language bias by learning the statistical correlations between questions and answers without looking into the image content: e.g., questions about the color of a banana are answered with yellow, even if the banana in the image is green. If societal bias (e.g., sexism, racism, ableism, etc.) is present in the training data, this problem may be causing VQA models to learn harmful stereotypes. For this reason, we investigate gender and racial bias in five VQA datasets. In our analysis, we find that the distribution of answers is highly different between questions about women and men, as well as the existence of detrimental gender-stereotypical samples. Likewise, we identify that specific race-related attributes are underrepresented, whereas potentially discriminatory samples appear in the analyzed datasets. Our findings suggest that there are dangers associated to using VQA datasets without considering and dealing with the potentially harmful stereotypes. We conclude the paper by proposing solutions to alleviate the problem before, during, and after the dataset collection process.",,,"['Yusuke Hirota', 'Yuta Nakashima', 'Noa Garcia']","['Osaka University', 'Osaka University', 'Osaka University']","['Japan', 'Japan', 'Japan']"
2022,https://doi.org/10.1145/3531146.3533117,Language variation and algorithmic bias: understanding algorithmic bias in British English automatic speech recognition,Fairness & Bias,"All language is characterised by variation which language users employ to construct complex social identities and express social meaning. Like other machine learning technologies, speech and language technologies (re)produce structural oppression when they perform worse for marginalised language communities. Using knowledge and theories from sociolinguistics, I explore why commercial automatic speech recognition systems and other language technologies perform significantly worse for already marginalised populations, such as second-language speakers and speakers of stigmatised varieties of English in the British Isles. Situating language technologies within the broader scholarship around algorithmic bias, consider the allocative and representational harms they can cause even (and perhaps especially) in systems which do not exhibit predictive bias, narrowly defined as differential performance between groups. This raises the question whether addressing or “fixing” this “bias” is actually always equivalent to mitigating the harms algorithmic systems can cause, in particular to marginalised communities.",,,['Nina Markl'],['University of Edinburgh'],['United Kingdom']
2022,https://doi.org/10.1145/3531146.3533124,Selection in the Presence of Implicit Bias: The Advantage of Intersectional Constraints,Fairness & Bias,"In selection processes such as hiring, promotion, and college admissions, implicit bias toward socially-salient attributes such as race, gender, or sexual orientation of candidates is known to produce persistent inequality and reduce aggregate utility for the decision maker. Interventions such as the Rooney Rule and its generalizations, which require the decision maker to select at least a specified number of individuals from each affected group, have been proposed to mitigate the adverse effects of implicit bias in selection. Recent works have established that such lower-bound constraints can be very effective in improving aggregate utility in the case when each individual belongs to at most one affected group. However, in several settings, individuals may belong to multiple affected groups and, consequently, face more extreme implicit bias due to this intersectionality. We consider independently drawn utilities and show that, in the intersectional case, the aforementioned non-intersectional constraints can only recover part of the total utility achievable in the absence of implicit bias. On the other hand, we show that if one includes appropriate lower-bound constraints on the intersections, almost all the utility achievable in the absence of implicit bias can be recovered. Thus, intersectional constraints can offer a significant advantage over a reductionist dimension-by-dimension non-intersectional approach to reducing inequality.",,,"['Anay Mehrotra', 'Bary S. R. Pradelski', 'Nisheeth K. Vishnoi']","['Yale University', 'National Centre for Scientific Research (CNRS)', 'Yale University']","['USA', 'France', 'USA']"
2022,https://doi.org/10.1145/3531146.3534629,The Effects of Crowd Worker Biases in Fact-Checking Tasks,Fairness & Bias,"Due to the increasing amount of information shared online every day, the need for sound and reliable ways of distinguishing between trustworthy and non-trustworthy information is as present as ever. One technique for performing fact-checking at scale is to employ human intelligence in the form of crowd workers. Although earlier work has suggested that crowd workers can reliably identify misinformation, cognitive biases of crowd workers may reduce the quality of truthfulness judgments in this context. We performed a systematic exploratory analysis of publicly available crowdsourced data to identify a set of potential systematic biases that may occur when crowd workers perform fact-checking tasks. Following this exploratory study, we collected a novel data set of crowdsourced truthfulness judgments to validate our hypotheses. Our findings suggest that workers generally overestimate the truthfulness of statements and that different individual characteristics (i.e., their belief in science) and cognitive biases (i.e., the affect heuristic and overconfidence) can affect their annotations. Interestingly, we find that, depending on the general judgment tendencies of workers, their biases may sometimes lead to more accurate judgments.","['Truthfulness', 'Crowdsourcing', 'Misinformation', 'Explainability', 'Bias']","['Information systems → Crowdsourcing', 'General and reference → Estimation']","['Tim Draws', 'David La Barbera', 'Michael Soprano', 'Kevin Roitero', 'Davide Ceolin', 'Alessandro Checco', 'Stefano Mizzaro']","['Delft University of Technology', 'University of Udine', 'University of Udine', 'University of Udine', 'CWI', 'University of Rome La Sapienza', 'University of Udine']","['Netherlands', 'Italy', 'Italy', 'Italy', 'Netherlands', 'Italy', 'Italy']"
2022,https://doi.org/10.1145/3531146.3533179,The Road to Explainability is Paved with Bias: Measuring the Fairness of Explanations,Fairness & Bias,"Machine learning models in safety-critical settings like healthcare are often “blackboxes”: they contain a large number of parameters which are not transparent to users. Post-hoc explainability methods where a simple, human-interpretable model imitates the behavior of these blackbox models are often proposed to help users trust model predictions. In this work, we audit the quality of such explanations for different protected subgroups using real data from four settings in finance, healthcare, college admissions, and the US justice system. Across two different blackbox model architectures and four popular explainability methods, we find that the approximation quality of explanation models, also known as the fidelity, differs significantly between subgroups. We also demonstrate that pairing explainability methods with recent advances in robust machine learning can improve explanation fairness in some settings. However, we highlight the importance of communicating details of non-zero fidelity gaps to users, since a single solution might not exist across all settings. Finally, we discuss the implications of unfair explanation models as a challenging and understudied problem facing the machine learning community.","['explainability', 'machine learning', 'fairness']","['Computing methodologies → Machine learning', 'Human-centred computing → explanations']","['Aparna Balagopalan', 'Haoran Zhang', 'Kimia Hamidieh', 'Thomas Hartvigsen', 'Frank Rudzicz', 'Marzyeh Ghassemi']","['Massachusetts Institute of Technology', 'Massachusetts Institute of Technology', 'University of Toronto/Vector Institute', 'Massachusetts Institute of Technology', 'University of Toronto/Vector Institute, Canada and Unity Health Toronto', 'Massachusetts Institute of Technology, USA and Vector Institute']","['USA', 'USA', 'Canada', 'USA', 'Canada', 'Canada']"
2022,https://doi.org/10.1145/3531146.3534627,Theories of “Gender” in NLP Bias Research,Fairness & Bias,"The rise of concern around Natural Language Processing (NLP) technologies containing and perpetuating social biases has led to a rich and rapidly growing area of research. Gender bias is one of the central biases being analyzed, but to date there is no comprehensive analysis of how “gender” is theorized in the field. We survey nearly 200 articles concerning gender bias in NLP to discover how the field conceptualizes gender both explicitly (e.g. through definitions of terms) and implicitly (e.g. through how gender is operationalized in practice). In order to get a better idea of emerging trajectories of thought, we split these articles into two sections by time.  We find that the majority of the articles do not make their theorization of gender explicit, even if they clearly define “bias.” Almost none use a model of gender that is intersectional or inclusive of nonbinary genders; and many conflate sex characteristics, social gender, and linguistic gender in ways that disregard the existence and experience of trans, nonbinary, and intersex people. There is an increase between the two time-sections in statements acknowledging that gender is a complicated reality, however, very few articles manage to put this acknowledgment into practice. In addition to analyzing these findings, we provide specific recommendations to facilitate interdisciplinary work, and to incorporate theory and methodology from Gender Studies. Our hope is that this will produce more inclusive gender bias research in NLP.","['natural language processing', 'gender bias', 'gender studies']",[],"['Hannah Devinney', 'Jenny Björklund', 'Henrik Björklund']","['Umeå University', 'Uppsala University', 'Umeå University']","['Sweden', 'Sweden', 'Sweden']"
2022,https://doi.org/10.1145/3531146.3533102,An Outcome Test of Discrimination for Ranked Lists,Fairness & Bias,"This paper extends Becker [3]’s outcome test of discrimination to settings where a (human or algorithmic) decision-maker produces a ranked list of candidates. Ranked lists are particularly relevant in the context of online platforms that produce search results or feeds, and also arise when human decisionmakers express ordinal preferences over a list of candidates. We show that non-discrimination implies a system of moment inequalities, which intuitively impose that one cannot permute the position of a lower-ranked candidate from one group with a higher-ranked candidate from a second group and systematically improve the objective. Moreover, we show that that these moment inequalities are the only testable implications of non-discrimination when the auditor observes only outcomes and group membership by rank. We show how to statistically test the implied inequalities, and validate our approach in an application using data from LinkedIn.1",,,"['Jonathan Roth', 'Guillaume Saint-Jacques', 'YinYin Yu']","['Brown University', 'Apple', 'LinkedIn']","['USA', 'USA', 'USA']"
2022,https://doi.org/10.1145/3531146.3533160,Beyond Fairness: Reparative Algorithms to Address Historical Injustices of Housing Discrimination in the US,Fairness & Bias,"Fairness in Machine Learning (ML) has mostly focused on interrogating the fairness of a particular decision point with assumptions made that the people represented in the data have been fairly treated throughout history. However, fairness cannot be ultimately achieved if such assumptions are not valid. This is the case for mortgage lending discrimination in the US, which should be critically understood as the result of historically accumulated injustices that were enacted through public policies and private practices including redlining, racial covenants, exclusionary zoning, and predatory inclusion, among others. With the erroneous assumptions of historical fairness in ML, Black borrowers with low income and low wealth are considered as a given condition in a lending algorithm, thus rejecting loans to them would be considered a “fair” decision even though Black borrowers were historically excluded from homeownership and wealth creation. To emphasize such issues, we introduce case studies using contemporary mortgage lending data as well as historical census data in the US. First, we show that historical housing discrimination has differentiated each racial group’s baseline wealth which is a critical input for algorithmically determining mortgage loans. The second case study estimates the cost of housing reparations in the algorithmic lending context to redress historical harms because of such discriminatory housing policies. Through these case studies, we envision what reparative algorithms would look like in the context of housing discrimination in the US. This work connects to emerging scholarship on how algorithmic systems can contribute to redressing past harms through engaging with reparations policies and programs.","['fairness', 'mortgage lending', 'housing', 'racial wealth gap', 'reparations']","['Theory of computation → Design and analysis of algorithms', 'Applied computing → Sociology']","['Wonyoung So', 'Pranay Lohia', 'Rakesh Pimplikar', 'A.E. Hosoi', ""Catherine D'Ignazio""]","['Department of Urban Studies and Planning, Massachusetts Institute of Technology', 'Microsoft', 'IBM Research AI', 'Institute for Data, Systems, and Society, Massachusetts Institute of Technology', 'Department of Urban Studies and Planning, Massachusetts Institute of Technology']","['USA', 'India', 'India', 'USA', 'USA']"
2022,https://doi.org/10.1145/3531146.3533169,"Tackling Algorithmic Disability Discrimination in the Hiring Process: An Ethical, Legal and Technical Analysis",Fairness & Bias,"Tackling algorithmic discrimination against persons with disabilities (PWDs) demands a distinctive approach that is fundamentally different to that applied to other protected characteristics, due to particular ethical, legal, and technical challenges. We address these challenges specifically in the context of artificial intelligence (AI) systems used in hiring processes (or automated hiring systems, AHSs), in which automated assessment procedures are subject to unique ethical and legal considerations and have an undeniable adverse impact on PWDs. In this paper, we discuss concerns and opportunities raised by AI-driven hiring in relation to disability discrimination. Ultimately, we aim to encourage further research into this topic. Hence, we establish some starting points and design a roadmap for ethicists, lawmakers, advocates as well as AI practitioners alike.",,,"['Maarten Buyl', 'Christina Cociancig', 'Cristina Frattone', 'Nele Roekens']","['Ghent University', 'University of Bremen', 'Roma Tre University', 'Unia']","['Belgium', 'Germany', 'Italy', 'Belgium']"
2022,https://doi.org/10.1145/3531146.3533242,What is Proxy Discrimination?,Fairness & Bias,"The near universal condemnation of proxy discrimination hides a disagreement over what it is. This work surveys various notions of proxy and proxy discrimination found in prior work and represents them in a common framework. These notions variously turn on statistical dependencies, causal effects, and intentions. It discusses the limitations and uses of each notation and of the concept as a whole.","['proxy', 'discrimination', 'conceptual analysis']",['Social and professional topics → Computing / technology policy'],['Michael Carl Tschantz'],['International Computer Science Institute'],['USA']
2022,https://doi.org/10.1145/3531146.3533221,Human-Algorithm Collaboration: Achieving Complementarity and Avoiding Unfairness,Fairness & Bias,"Much of machine learning research focuses on predictive accuracy: given a task, create a machine learning model (or algorithm) that maximizes accuracy. In many settings, however, the final prediction or decision of a system is under the control of a human, who uses an algorithm’s output along with their own personal expertise in order to produce a combined prediction. One ultimate goal of such collaborative systems is complementarity: that is, to produce lower loss (equivalently, greater payoff or utility) than either the human or algorithm alone. However, experimental results have shown that even in carefully-designed systems, complementary performance can be elusive. Our work provides three key contributions. First, we provide a theoretical framework for modeling simple human-algorithm systems and demonstrate that multiple prior analyses can be expressed within it. Next, we use this model to prove conditions where complementarity is impossible, and give constructive examples of where complementarity is achievable. Finally, we discuss the implications of our findings, especially with respect to the fairness of a classifier. In sum, these results deepen our understanding of key factors influencing the combined performance of human-algorithm systems, giving insight into how algorithmic tools can best be designed for collaborative environments.",[],[],"['Kate Donahue', 'Alexandra Chouldechova', 'Krishnaram Kenthapadi']","['Cornell University', 'Amazon', 'Fiddler AI']","['USA', 'USA', 'USA']"
2022,https://doi.org/10.1145/3531146.3534645,Enforcing Group Fairness in Algorithmic Decision Making: Utility Maximization Under Sufficiency,Fairness & Bias,"Binary decision making classifiers are not fair by default. Fairness requirements are an additional element to the decision making rationale, which is typically driven by maximizing some utility function. In that sense, algorithmic fairness can be formulated as a constrained optimization problem. This paper contributes to the discussion on how to implement fairness, focusing on the fairness concepts of positive predictive value (PPV) parity, false omission rate (FOR) parity, and sufficiency (which combines the former two).  We show that group-specific threshold rules are optimal for PPV parity and FOR parity, similar to well-known results for other group fairness criteria. However, depending on the underlying population distributions and the utility function, we find that sometimes an upper-bound threshold rule for one group is optimal: utility maximization under PPV parity (or FOR parity) might thus lead to selecting the individuals with the smallest utility for one group, instead of selecting the most promising individuals. This result is counter-intuitive and in contrast to the analogous solutions for statistical parity and equality of opportunity.  We also provide a solution for the optimal decision rules satisfying the fairness constraint sufficiency. We show that more complex decision rules are required and that this leads to within-group unfairness for all but one of the groups. We illustrate our findings based on simulated and real data.","['algorithmic fairness', 'prediction-based decision making', 'constrained utility optimization', 'sufficiency', 'machine learning', 'group fairness metrics', 'fairness trade-offs']","['Computing methodologies → Machine learning', 'Applied computing → Decision analysis']","['Joachim Baumann', 'Anikó Hannák', 'Christoph Heitz']","['Universitiy of Zurich, Switzerland and Zurich University of Applied Sciences', 'Universitiy of Zurich', 'Zurich University of Applied Sciences']","['Switzerland', 'Switzerland', 'Switzerland']"
2022,https://doi.org/10.1145/3531146.3533081,Minimax Demographic Group Fairness in Federated Learning,Fairness & Bias,"Federated learning is an increasingly popular paradigm that enables a large number of entities to collaboratively learn better models. In this work, we study minimax group fairness in federated learning scenarios where different participating entities may only have access to a subset of the population groups during the training phase. We formally analyze how our proposed group fairness objective differs from existing federated learning fairness criteria that impose similar performance across participants instead of demographic groups. We provide an optimization algorithm – FedMinMax – for solving the proposed problem that provably enjoys the performance guarantees of centralized learning algorithms. We experimentally compare the proposed approach against other state-of-the-art methods in terms of group fairness in various federated learning setups, showing that our approach exhibits competitive or superior performance.","['Federated Learning', 'Algorithmic Fairness', 'Minimax Group Fairness']","['Computing methodologies → Machine learning', 'Computing methodologies → Cooperation and coordination']","['Afroditi Papadaki', 'Natalia Martinez', 'Martin Bertran', 'Guillermo Sapiro', 'Miguel Rodrigues']","['University College London', 'Duke University', 'Duke University', 'Duke University, USA and Apple Inc.', 'University College London']","['United Kingdom', 'USA', 'USA', 'USA', 'United Kingdom']"
2022,https://doi.org/10.1145/3531146.3533171,Trade-offs between Group Fairness Metrics in Societal Resource Allocation,Fairness & Bias,"We consider social resource allocations that deliver an array of scarce supports to a diverse population. Such allocations pervade social service delivery, such as provision of homeless services and assignment of refugees to cities, among others. At issue is whether allocations are fair across sociodemographic groups and intersectional identities. Our paper shows that necessary trade-offs exist for fairness in the context of scarcity; many reasonable definitions of equitable outcomes cannot hold simultaneously except under stringent conditions. For example, defining fairness in terms of improvement over a baseline inherently conflicts with defining fairness in terms of loss compared with the best possible outcome. Moreover, we demonstrate that the fairness trade-offs stem from heterogeneity across groups in intervention responses. Administrative records on homeless service delivery offer a real-world example. Building on prior work, we measure utilities for each household as the probability of reentry into homeless services if given three homeless services. Heterogeneity in utility distributions (conditional on received services) for several sociodemographic groups (e.g. single women with children versus without children) generates divergence across fairness metrics. We argue that such heterogeneity, and thus, fairness trade-offs, pervade many social policy contexts.","['Resource allocation', 'algorithmic fairness', 'fairness metrics']","['Computing methodologies → Artificial intelligence', 'General and reference → Metrics', 'General and reference → Evaluation']","['Tasfia Mashiat', 'Xavier Gitiaux', 'Huzefa Rangwala', 'Patrick Fowler', 'Sanmay Das']","['George Mason University', 'George Mason University', 'George Mason University', 'Washington University in St. Louis', 'George Mason University']","['USA', 'USA', 'USA', 'USA', 'USA']"
2022,https://doi.org/10.1145/3531146.3533079,Providing Item-side Individual Fairness for Deep Recommender Systems,Fairness & Bias,"Recent advent of deep learning techniques have reinforced the development of new recommender systems. Although these systems have been demonstrated as efficient and effective, the issue of item popularity bias in these recommender systems has raised serious concerns. While most of the existing works focus on group fairness at item side, individual fairness at item side is left largely unexplored. To address this issue, in this paper, first, we define a new notion of individual fairness from the perspective of items, namely (α, β)-fairness, to deal with item popularity bias in recommendations. In particular, (α, β)-fairness requires that similar items should receive similar coverage in the recommendations, where α and β control item similarity and coverage similarity respectively, and both item and coverage similarity metrics are defined as task specific for deep recommender systems. Next, we design two bias mitigation methods, namely embedding-based re-ranking (ER) and greedy substitution (GS), for deep recommender systems. ER is an in-processing mitigation method that equips (α, β)-fairness as a constraint to the objective function of the recommendation algorithm, while GS is a post-processing approach that accepts the biased recommendations as the input, and substitutes high-coverage items with low-coverage ones in the recommendations to satisfy (α, β)-fairness. We evaluate the performance of both mitigation algorithms on two real-world datasets and a set of state-of-the-art deep recommender systems. Our results demonstrate that both ER and GS outperform the existing minimum-coverage (MC) mitigation solutions [Koutsopoulos and Halkidi 2018; Patro et al. 2020] in terms of both fairness and accuracy of recommendations. Furthermore, ER delivers the best trade-off between fairness and recommendation accuracy among a set of alternative mitigation methods, including GS, the hybrid of ER and GS, and the existing MC solutions.",,,"['Xiuling Wang', 'Wendy Hui Wang']","['Stevens institute of technology', 'Stevens institute of technology']","['USA', 'USA']"
2022,https://doi.org/10.1145/3531146.3533104,Flipping the Script on Criminal Justice Risk Assessment: An actuarial model for assessing the risk the federal sentencing system poses to defendants,Fairness & Bias,"In the criminal justice system, algorithmic risk assessment instruments are used to predict the risk a defendant poses to society; examples include the risk of recidivating or the risk of failing to appear at future court dates. However, defendants are also at risk of harm from the criminal justice system. To date, there exists no risk assessment instrument that considers the risk the system poses to the individual. We develop a risk assessment instrument that “flips the script.” Using data about U.S. federal sentencing decisions, we build a risk assessment instrument that predicts the likelihood an individual will receive an especially lengthy sentence given factors that should be legally irrelevant to the sentencing decision. To do this, we develop a two-stage modeling approach. Our first-stage model is used to determine which sentences were “especially lengthy.” We then use a second-stage model to predict the defendant’s risk of receiving a sentence that is flagged as especially lengthy given factors that should be legally irrelevant. The factors that should be legally irrelevant include, for example, race, court location, and other socio-demographic information about the defendant. Our instrument achieves comparable predictive accuracy to risk assessment instruments used in pretrial and parole contexts. We discuss the limitations of our modeling approach and use the opportunity to highlight how traditional risk assessment instruments in various criminal justice settings also suffer from many of the same limitations and embedded value systems of their creators.","['risk assessment', 'criminal justice', 'heteroscedastic Bayesian additive regression trees', 'LASSO', 'two-stage model', 'perspective reversal']",['Applied computing → Law'],"['Mikaela Meyer', 'Aaron Horowitz', 'Erica Marshall', 'Kristian Lum']","['Department of Statistics & Data Science and Heinz College, Carnegie Mellon University', 'American Civil Liberties Union', 'Idaho Justice Project', 'Department of Computer and Information Science, University of Pennsylvania']","['USA', 'USA', 'USA', 'USA']"
2022,https://doi.org/10.1145/3531146.3533205,"Justice in Misinformation Detection Systems: An Analysis of Algorithms, Stakeholders, and Potential Harms",Fairness & Bias,"Faced with the scale and surge of misinformation on social media, many platforms and fact-checking organizations have turned to algorithms for automating key parts of misinformation detection pipelines. While offering a promising solution to the challenge of scale, the ethical and societal risks associated with algorithmic misinformation detection are not well-understood. In this paper, we employ and extend upon the notion of informational justice to develop a framework for explicating issues of justice relating to representation, participation, distribution of benefits and burdens, and credibility in the misinformation detection pipeline. Drawing on the framework: (1) we show how injustices materialize for stakeholders across three algorithmic stages in the pipeline; (2) we suggest empirical measures for assessing these injustices; and (3) we identify potential sources of these harms. This framework should help researchers, policymakers, and practitioners reason about potential harms or risks associated with these algorithms and provide conceptual guidance for the design of algorithmic fairness audits in this domain.","['algorithmic fairness', 'justice', 'misinformation detection', 'machine learning', 'informational justice']",[],"['Terrence Neumann', 'Maria De-Arteaga', 'Sina Fazelpour']","['University of Texas at Austin', 'University of Texas at Austin', 'Northeastern University']","['USA', 'USA', 'USA']"
